Discipline,Gender,Event,Phase,Type,ENG Results Long Name (80),ENG Results Short Name (40),AZE Results Long Name (80),AZE Results Short Name (40)
WR,M,175,0,8,Men's Greco-Roman 75 kg,Men's Greco-Roman 75 kg,,
WR,M,175,1,3,Men's Greco-Roman 75 kg Finals,Men's Greco-Roman 75 kg Finals,,
WR,M,175,2,3,Men's Greco-Roman 75 kg Semifinals/Bronze Medal Finals,Men's GR 75 kg Semifinals/Bronze Finals,,
WR,M,175,3,3,Men's Greco-Roman 75 kg 1/4 Finals/Repechage Round 2,Men's GR 75 kg 1/4 Finals/Rep Rnd 2,,
WR,M,175,4,3,Men's Greco-Roman 75 kg 1/8 Finals/Repechage Round 1,Men's GR 75 kg 1/8 Finals/Rep Rnd 1,,
WR,M,175,5,3,Men's Greco-Roman 75 kg Qualifications,Men's Greco-Roman 75 kg Qualifications,,
WR,M,175,M,6,Men's Greco-Roman 75 kg Medal Ceremony,Men's Greco-Roman 75 kg Medal Ceremony,,
WR,M,180,0,8,Men's Greco-Roman 80 kg,Men's Greco-Roman 80 kg,,
WR,M,180,1,3,Men's Greco-Roman 80 kg Finals,Men's Greco-Roman 80 kg Finals,,
WR,M,180,2,3,Men's Greco-Roman 80 kg Semifinals/Bronze Finals,Men's GR 80 kg Semifinals/Bronze Finals,,
WR,M,180,3,3,Men's Greco-Roman 80 kg 1/4 Finals/Rep Rnd 2,Men's GR 80 kg 1/4 Finals/Rep Rnd 2,,
WR,M,180,4,3,Men's Greco-Roman 80 kg 1/8 Finals/Rep Rnd 1,Men's GR 80 kg 1/8 Finals/Rep Rnd 1,,
WR,M,180,5,3,Men's Greco-Roman 80 kg Qualifications,Men's Greco-Roman 80 kg Qualifications,,
WR,M,180,M,6,Men's Greco-Roman 80 kg Medal Ceremony,Men's Greco-Roman 80 kg Medal Ceremony,,
WR,M,185,0,8,Men's Greco-Roman 85 kg,Men's Greco-Roman 85 kg,,
WR,M,185,1,3,Men's Greco-Roman 85 kg Finals,Men's Greco-Roman 85 kg Finals,,
WR,M,185,2,3,Men's Greco-Roman 85 kg Semifinals/Bronze Medal Finals,Men's GR 85 kg Semifinals/Bronze Finals,,
WR,M,185,3,3,Men's Greco-Roman 85 kg 1/4 Finals/Repechage Round 2,Men's GR 85 kg 1/4 Finals/Rep Rnd 2,,
WR,M,185,4,3,Men's Greco-Roman 85 kg 1/8 Finals/Repechage Round 1,Men's GR 85 kg 1/8 Finals/Rep Rnd 1,,
WR,M,185,5,3,Men's Greco-Roman 85 kg Qualifications,Men's Greco-Roman 85 kg Qualifications,,
WR,M,185,M,6,Men's Greco-Roman 85 kg Medal Ceremony,Men's Greco-Roman 85 kg Medal Ceremony,,
WR,M,198,0,8,Men's Greco-Roman 98 kg,Men's Greco-Roman 98 kg,,
WR,M,198,1,3,Men's Greco-Roman 98 kg Finals,Men's Greco-Roman 98 kg Finals,,
WR,M,198,2,3,Men's Greco-Roman 98 kg Semifinals/Bronze Medal Finals,Men's GR 98 kg Semifinals/Bronze Finals,,
WR,M,198,3,3,Men's Greco-Roman 98 kg 1/4 Finals/Repechage Round 2,Men's GR 98 kg 1/4 Finals/Rep Rnd 2,,
WR,M,198,4,3,Men's Greco-Roman 98 kg 1/8 Finals/Repechage Round 1,Men's GR 98 kg 1/8 Finals/Rep Rnd 1,,
WR,M,198,5,3,Men's Greco-Roman 98 kg Qualifications,Men's Greco-Roman 98 kg Qualifications,,
WR,M,198,M,6,Men's Greco-Roman 98 kg Medal Ceremony,Men's Greco-Roman 98 kg Medal Ceremony,,
WR,M,200,0,8,Men's Freestyle,Men's Freestyle,,
WR,M,200,Y,8,Freestyle Daily Schedule,Freestyle Daily Schedule,,
WR,M,200,Z,8,Session Schedule - Freestyle,Session Schedule - Freestyle,,
WR,M,257,0,8,Men's Freestyle 57 kg,Men's Freestyle 57 kg,,
WR,M,257,1,3,Men's Freestyle 57 kg Finals,Men's Freestyle 57 kg Finals,,
WR,M,257,2,3,Men's Freestyle 57 kg Semifinals/Bronze Medal Finals,Men's FR 57 kg Semifinals/Bronze Finals,,
WR,M,257,3,3,Men's Freestyle 57 kg 1/4 Finals/Repechage Round 2,Men's FR 57 kg 1/4 Finals/Rep Rnd 2,,
WR,M,257,4,3,Men's Freestyle 57 kg 1/8 Finals/Repechage Round 1,Men's FR 57 kg 1/8 Finals/Rep Rnd 1,,
WR,M,257,5,3,Men's Freestyle 57 kg Qualifications,Men's Freestyle 57 kg Qualifications,,
WR,M,257,M,6,Men's Freestyle 57 kg Medal Ceremony,Men's Freestyle 57 kg Medal Ceremony,,
WR,M,261,0,8,Men's Freestyle 61 kg,Men's Freestyle 61 kg,,
WR,M,261,1,3,Men's Freestyle 61 kg Finals,Men's Freestyle 61 kg Finals,,
WR,M,261,2,3,Men's Freestyle 61 kg Semifinals/Bronze Finals,Men's FR 61 kg Semifinals/Bronze Finals,,
WR,M,261,3,3,Men's Freestyle 61 kg 1/4 Finals/Rep Rnd 2,Men's FR 61 kg 1/4 Finals/Rep Rnd 2,,
WR,M,261,4,3,Men's Freestyle 61 kg 1/8 Finals/Rep Rnd 1,Men's FR 61 kg 1/8 Finals/Rep Rnd 1,,
WR,M,261,5,3,Men's Freestyle 61 kg Qualifications,Men's Freestyle 61 kg Qualifications,,
WR,M,261,M,6,Men's Freestyle 61 kg Medal Ceremony,Men's Freestyle 61 kg Medal Ceremony,,
WR,M,265,0,8,Men's Freestyle 65 kg,Men's Freestyle 65 kg,,
WR,M,265,1,3,Men's Freestyle 65 kg Finals,Men's Freestyle 65 kg Finals,,
WR,M,265,2,3,Men's Freestyle 65 kg Semifinals/Bronze Medal Finals,Men's FR 65 kg Semifinals/Bronze Finals,,
WR,M,265,3,3,Men's Freestyle 65 kg 1/4 Finals/Repechage Round 2,Men's FR 65 kg 1/4 Finals/Rep Rnd 2,,
WR,M,265,4,3,Men's Freestyle 65 kg 1/8 Finals/Repechage Round 1,Men's FR 65 kg 1/8 Finals/Rep Rnd 1,,
WR,M,265,5,3,Men's Freestyle 65 kg Qualifications,Men's Freestyle 65 kg Qualifications,,
WR,M,265,M,6,Men's Freestyle 65 kg Medal Ceremony,Men's Freestyle 65 kg Medal Ceremony,,
WR,M,270,0,8,Men's Freestyle 70 kg,Men's Freestyle 70 kg,,
WR,M,270,1,3,Men's Freestyle 70 kg Finals,Men's Freestyle 70 kg Finals,,
WR,M,270,2,3,Men's Freestyle 70 kg Semifinals/Bronze Finals,Men's FR 70 kg Semifinals/Bronze Finals,,
WR,M,270,3,3,Men's Freestyle 70 kg 1/4 Finals/Rep Rnd 2,Men's FR 70 kg 1/4 Finals/Rep Rnd 2,,
WR,M,270,4,3,Men's Freestyle 70 kg 1/8 Finals/Rep Rnd 1,Men's FR 70 kg 1/8 Finals/Rep Rnd 1,,
WR,M,270,5,3,Men's Freestyle 70 kg Qualifications,Men's Freestyle 70 kg Qualifications,,
WR,M,270,M,6,Men's Freestyle 70 kg Medal Ceremony,Men's Freestyle 70 kg Medal Ceremony,,
WR,M,274,0,8,Men's Freestyle 74 kg,Men's Freestyle 74 kg,,
WR,M,274,1,3,Men's Freestyle 74 kg Finals,Men's Freestyle 74 kg Finals,,
WR,M,274,2,3,Men's Freestyle 74 kg Semifinals/Bronze Medal Finals,Men's FR 74 kg Semifinals/Bronze Finals,,
WR,M,274,3,3,Men's Freestyle 74 kg 1/4 Finals/Repechage Round 2,Men's FR 74 kg 1/4 Finals/Rep Rnd 2,,
WR,M,274,4,3,Men's Freestyle 74 kg 1/8 Finals/Repechage Round 1,Men's FR 74 kg 1/8 Finals/Rep Rnd 1,,
WR,M,274,5,3,Men's Freestyle 74 kg Qualifications,Men's Freestyle 74 kg Qualifications,,
WR,M,274,M,6,Men's Freestyle 74 kg Medal Ceremony,Men's Freestyle 74 kg Medal Ceremony,,
WR,M,286,0,8,Men's Freestyle 86 kg,Men's Freestyle 86 kg,,
WR,M,286,1,3,Men's Freestyle 86 kg Finals,Men's Freestyle 86 kg Finals,,
WR,M,286,2,3,Men's Freestyle 86 kg Semifinals/Bronze Medal Finals,Men's FR 86 kg Semifinals/Bronze Finals,,
WR,M,286,3,3,Men's Freestyle 86 kg 1/4 Finals/Repechage Round 2,Men's FR 86 kg 1/4 Finals/Rep Rnd 2,,
WR,M,286,4,3,Men's Freestyle 86 kg 1/8 Finals/Repechage Round 1,Men's FR 86 kg 1/8 Finals/Rep Rnd 1,,
WR,M,286,5,3,Men's Freestyle 86 kg Qualifications,Men's Freestyle 86 kg Qualifications,,
WR,M,286,M,6,Men's Freestyle 86 kg Medal Ceremony,Men's Freestyle 86 kg Medal Ceremony,,
WR,M,297,0,8,Men's Freestyle 97 kg,Men's Freestyle 97 kg,,
WR,M,297,1,3,Men's Freestyle 97 kg Finals,Men's Freestyle 97 kg Finals,,
WR,M,297,2,3,Men's Freestyle 97 kg Semifinals/Bronze Medal Finals,Men's FR 97 kg Semifinals/Bronze Finals,,
WR,M,297,3,3,Men's Freestyle 97 kg 1/4 Finals/Repechage Round 2,Men's FR 97 kg 1/4 Finals/Rep Rnd 2,,
WR,M,297,4,3,Men's Freestyle 97 kg 1/8 Finals/Repechage Round 1,Men's FR 97 kg 1/8 Finals/Rep Rnd 1,,
WR,M,297,5,3,Men's Freestyle 97 kg Qualifications,Men's Freestyle 97 kg Qualifications,,
WR,M,297,M,6,Men's Freestyle 97 kg Medal Ceremony,Men's Freestyle 97 kg Medal Ceremony,,
WR,M,330,0,8,Men's Greco-Roman 130 kg,Men's Greco-Roman 130 kg,,
WR,M,330,1,3,Men's Greco-Roman 130 kg Finals,Men's Greco-Roman 130 kg Finals,,
WR,M,330,2,3,Men's Greco-Roman 130 kg Semifinals/Bronze Medal Finals,Men's GR 130 kg Semifinals/Bronze Finals,,
WR,M,330,3,3,Men's Greco-Roman 130 kg 1/4 Finals/Repechage Round 2,Men's GR 130 kg 1/4 Finals/Rep Rnd 2,,
WR,M,330,4,3,Men's Greco-Roman 130 kg 1/8 Finals/Repechage Round 1,Men's GR 130 kg 1/8 Finals/Rep Rnd 1,,
WR,M,330,5,3,Men's Greco-Roman 130 kg Qualifications,Men's Greco-Roman 130 kg Qualifications,,
WR,M,330,M,6,Men's Greco-Roman 130 kg Medal Ceremony,Men's Greco-Roman 130 kg Medal Ceremony,,
WR,M,425,0,8,Men's Freestyle 125 kg,Men's Freestyle 125 kg,,
WR,M,425,1,3,Men's Freestyle 125 kg Finals,Men's Freestyle 125 kg Finals,,
WR,M,425,2,3,Men's Freestyle 125 kg Semifinals/Bronze Medal Finals,Men's FR 125 kg Semifinals/Bronze Finals,,
WR,M,425,3,3,Men's Freestyle 125 kg 1/4 Finals/Repechage Round 2,Men's FR 125 kg 1/4 Finals/Rep Rnd 2,,
WR,M,425,4,3,Men's Freestyle 125 kg 1/8 Finals/Repechage Round 1,Men's FR 125 kg 1/8 Finals/Rep Rnd 1,,
WR,M,425,5,3,Men's Freestyle 125 kg Qualifications,Men's Freestyle 125 kg Qualifications,,
WR,M,425,M,6,Men's Freestyle 125 kg Medal Ceremony,Men's Freestyle 125 kg Medal Ceremony,,
WR,W,000,0,8,Women,Women,,
WR,W,200,0,8,Women's Freestyle,Women's Freestyle,,
WR,W,200,Y,8,Women's Freestyle Daily Schedule,Women's Freestyle Daily Schedule,,
WR,W,200,Z,8,Session Schedule - Women's Freestyle,Session Schedule - Women's Freestyle,,
WR,W,248,0,8,Women's Freestyle 48 kg,Women's Freestyle 48 kg,,
WR,W,248,1,3,Women's Freestyle 48 kg,Women's Freestyle 48 kg,,
WR,W,248,2,3,Women's Freestyle 48 kg Semifinals/Bronze Medal Finals,Women's FR 48 kg Semifinals/Bronze Final,,
WR,W,248,3,3,Women's Freestyle 48 kg 1/4 Finals/Repechage Round 2,Women's FR 48 kg 1/4 Finals/Rep Rnd 2,,
WR,W,248,4,3,Women's Freestyle 48 kg 1/8 Finals/Repechage Round 1,Women's FR 48 kg 1/8 Finals/Rep Rnd 1,,
WR,W,248,5,3,Women's Freestyle 48 kg Qualifications,Women's Freestyle 48 kg Qualifications,,
WR,W,248,M,6,Women's Freestyle 48 kg Medal Ceremony,Women's FR 48 kg Medal Ceremony,,
WR,W,253,0,8,Women's Freestyle 53 kg,Women's Freestyle 53 kg,,
WR,W,253,1,3,Women's Freestyle 53 kg Finals,Women's FR 53 kg Finals,,
WR,W,253,2,3,Women's Freestyle 53 kg Semifinals/Bronze Medal Finals,Women's FR 53 kg Semifinals/Bronze Final,,
WR,W,253,3,3,Women's Freestyle 53 kg 1/4 Finals/Repechage Round 2,Women's FR 53 kg 1/4 Finals/Rep Rnd 2,,
WR,W,253,4,3,Women's Freestyle 53 kg 1/8 Finals/Repechage Round 1,Women's FR 53 kg 1/8 Finals/Rep Rnd 1,,
WR,W,253,5,3,Women's Freestyle 53 kg Qualifications,Women's Freestyle 53 kg Qualifications,,
WR,W,253,M,6,Women's Freestyle 53 kg Medal Ceremony,Women's FR 53 kg Medal Ceremony,,
WR,W,255,0,8,Women's Freestyle 55 kg,Women's Freestyle 55 kg,,
WR,W,255,1,3,Women's Freestyle 55 kg Finals,Women's FR 55 kg Finals,,
WR,W,255,2,3,Women's Freestyle 55 kg Semifinals/Bronze Final,Women's FR 55 kg Semifinals/Bronze Final,,
WR,W,255,3,3,Women's Freestyle 55 kg 1/4 Finals/Rep Rnd 2,Women's FR 55 kg 1/4 Finals/Rep Rnd 2,,
WR,W,255,4,3,Women's Freestyle 55 kg 1/8 Finals/Rep Rnd 1,Women's FR 55 kg 1/8 Finals/Rep Rnd 1,,
WR,W,255,5,3,Women's Freestyle 55 kg Qualifications,Women's Freestyle 55 kg Qualifications,,
WR,W,255,M,6,Women's Freestyle 55 kg Medal Ceremony,Women's FR 55 kg Medal Ceremony,,
WR,W,258,0,8,Women's Freestyle 58 kg,Women's Freestyle 58 kg,,
WR,W,258,1,3,Women's Freestyle 58 kg Finals,Women's FR 58 kg Finals,,
WR,W,258,2,3,Women's Freestyle 58 kg Semifinals/Bronze Medal Finals,Women's FR 58 kg Semifinals/Bronze Final,,
WR,W,258,3,3,Women's Freestyle 58 kg 1/4 Finals/Repechage Round 2,Women's FR 58 kg 1/4 Finals/Rep Rnd 2,,
WR,W,258,4,3,Women's Freestyle 58 kg 1/8 Finals/Repechage Round 1,Women's FR 58 kg 1/8 Finals/Rep Rnd 1,,
WR,W,258,5,3,Women's Freestyle 58 kg Qualifications,Women's Freestyle 58 kg Qualifications,,
WR,W,258,M,6,Women's Freestyle 58 kg Medal Ceremony,Women's FR 58 kg Medal Ceremony,,
WR,W,260,0,8,Women's Freestyle 60 kg,Women's Freestyle 60 kg,,
WR,W,260,1,3,Women's Freestyle 60 kg Finals,Women's FR 60 kg Finals,,
WR,W,260,2,3,Women's Freestyle 60 kg Semifinals/Bronze Final,Women's FR 60 kg Semifinals/Bronze Final,,
WR,W,260,3,3,Women's Freestyle 60 kg 1/4 Finals/Rep Rnd 2,Women's FR 60 kg 1/4 Finals/Rep Rnd 2,,
WR,W,260,4,3,Women's Freestyle 60 kg 1/8 Finals/Rep Rnd 1,Women's FR 60 kg 1/8 Finals/Rep Rnd 1,,
WR,W,260,5,3,Women's Freestyle 60 kg Qualifications,Women's Freestyle 60 kg Qualifications,,
WR,W,260,M,6,Women's Freestyle 60 kg Medal Ceremony,Women's FR 60 kg Medal Ceremony,,
WR,W,263,0,8,Women's Freestyle 63 kg,Women's Freestyle 63 kg,,
WR,W,263,1,3,Women's Freestyle 63 kg Finals,Women's FR 63 kg Finals,,
WR,W,263,2,3,Women's Freestyle 63 kg Semifinals/Bronze Medal Finals,Women's FR 63 kg Semifinals/Bronze Final,,
WR,W,263,3,3,Women's Freestyle 63 kg 1/4 Finals/Repechage Round 2,Women's FR 63 kg 1/4 Finals/Rep Rnd 2,,
WR,W,263,4,3,Women's Freestyle 63 kg 1/8 Finals/Repechage Round 1,Women's FR 63 kg 1/8 Finals/Rep Rnd 1,,
WR,W,263,5,3,Women's Freestyle 63 kg Qualifications,Women's Freestyle 63 kg Qualifications,,
WR,W,263,M,6,Women's Freestyle 63 kg Medal Ceremony,Women's FR 63 kg Medal Ceremony,,
WR,W,269,0,8,Women's Freestyle 69 kg,Women's Freestyle 69 kg,,
WR,W,269,1,3,Women's Freestyle 69 kg Finals,Women's FR 69 kg Finals,,
WR,W,269,2,3,Women's Freestyle 69 kg Semifinals/Bronze Medal Finals,Women's FR 69 kg Semifinals/Bronze Final,,
WR,W,269,3,3,Women's Freestyle 69 kg 1/4 Finals/Repechage Round 2,Women's FR 69 kg 1/4 Finals/Rep Rnd 2,,
WR,W,269,4,3,Women's Freestyle 69 kg 1/8 Finals/Repechage Round 1,Women's FR 69 kg 1/8 Finals/Rep Rnd 1,,
WR,W,269,5,3,Women's Freestyle 69 kg Qualifications,Women's Freestyle 69 kg Qualifications,,
WR,W,269,M,6,Women's Freestyle 69 kg Medal Ceremony,Women's FR 69 kg Medal Ceremony,,
WR,W,275,0,8,Women's Freestyle 75 kg,Women's Freestyle 75 kg,,
WR,W,275,1,3,Women's Freestyle 75 kg Finals,Women's FR 75 kg Finals,,
WR,W,275,2,3,Women's Freestyle 75 kg Semifinals/Bronze Medal Finals,Women's FR 75 kg Semifinals/Bronze Final,,
WR,W,275,3,3,Women's Freestyle 75 kg 1/4 Finals/Repechage Round 2,Women's FR 75 kg 1/4 Finals/Rep Rnd 2,,
WR,W,275,4,3,Women's Freestyle 75 kg 1/8 Finals/Repechage Round 1,Women's FR 75 kg 1/8 Finals/Rep Rnd 1,,
WR,W,275,5,3,Women's Freestyle 75 kg Qualifications,Women's Freestyle 75 kg Qualifications,,
WR,W,275,M,6,Women's Freestyle 75 kg Medal Ceremony,Women's FR 75 kg Medal Ceremony,,
