Discipline,Gender,Event,phase,type,ENG Description,POR Description,SPA Description,ENG longdescription,POR longdescription,SPA longdescription,ENG phase Description,POR phase Description,SPA phase Description
SW,M,324,0,8,Men's 100m Breaststroke - SB4,100m peito masculino - SB4,100m braza masculino - SB4,Men's 100m Breaststroke - SB4,100m peito masculino - SB4,100m braza masculino - SB4,"","",
SW,M,324,1,3,Men's 100m Breaststroke - SB4 Final,"100m peito masculino - SB4, final","100m braza masc - SB4, final",Men's 100m Breaststroke - SB4 Final,"100m peito masculino - SB4, final","100m braza masculino - SB4, final",Final,Final,Final
SW,M,324,9,3,Men's 100m Breaststroke - SB4 Heats,"100m peito masculino - SB2,eliminatórias","100m braza masc - SB4, eliminatorias",Men's 100m Breaststroke - SB4 Heats,"100m peito masculino - SB4, eliminatórias","100m braza masculino - SB4, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,324,M,6,Men's 100m Breaststroke - SB4 VC,"100m peito masculino-SB4, cer. premiação","100m braza masc - SB4, cer. medallas",Men's 100m Breaststroke - SB4 Victory Ceremony,"100m peito masculino - SB4, cerimônia de premiação","100m braza masculino - SB4, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,325,0,8,Men's 100m Breaststroke - SB5,100m peito masculino - SB5,100m braza masculino - SB5,Men's 100m Breaststroke - SB5,100m peito masculino - SB5,100m braza masculino - SB5,"","",
SW,M,325,1,3,Men's 100m Breaststroke - SB5 Final,"100m peito masculino - SB5, final","100m braza masc - SB5, final",Men's 100m Breaststroke - SB5 Final,"100m peito masculino - SB5, final","100m braza masculino - SB5, final",Final,Final,Final
SW,M,325,9,3,Men's 100m Breaststroke - SB5 Heats,"100m peito masculino - SB5,eliminatórias","100m braza masc - SB5, eliminatorias",Men's 100m Breaststroke - SB5 Heats,"100m peito masculino - SB5, eliminatórias","100m braza masculino - SB5, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,325,M,6,Men's 100m Breaststroke - SB5 VC,"100m peito masculino-SB5, cer. premiação","100m braza masc - SB5, cer. medallas",Men's 100m Breaststroke - SB5 Victory Ceremony,"100m peito masculino - SB5, cerimônia de premiação","100m braza masculino - SB5, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,326,0,8,Men's 100m Breaststroke - SB6,100m peito masculino - SB6,100m braza masculino - SB6,Men's 100m Breaststroke - SB6,100m peito masculino - SB6,100m braza masculino - SB6,"","",
SW,M,326,1,3,Men's 100m Breaststroke - SB6 Final,"100m peito masculino - SB6, final","100m braza masc - SB6, final",Men's 100m Breaststroke - SB6 Final,"100m peito masculino - SB6, final","100m braza masculino - SB6, final",Final,Final,Final
SW,M,326,9,3,Men's 100m Breaststroke - SB6 Heats,"100m peito masculino - SB6,eliminatórias","100m braza masc - SB6, eliminatorias",Men's 100m Breaststroke - SB6 Heats,"100m peito masculino - SB6, eliminatórias","100m braza masculino - SB6, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,326,M,6,Men's 100m Breaststroke - SB6 VC,"100m peito masculino-SB6, cer. premiação","100m braza masc - SB6, cer. medallas",Men's 100m Breaststroke - SB6 Victory Ceremony,"100m peito masculino - SB6, cerimônia de premiação","100m braza masculino - SB6, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,327,0,8,Men's 100m Breaststroke - SB7,100m peito masculino - SB7,100m braza masculino - SB7,Men's 100m Breaststroke - SB7,100m peito masculino - SB7,100m braza masculino - SB7,"","",
SW,M,327,1,3,Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final","100m braza masc - SB7, final",Men's 100m Breaststroke - SB7 Final,"100m peito masculino - SB7, final","100m braza masculino - SB7, final",Final,Final,Final
SW,M,327,9,3,Men's 100m Breaststroke - SB7 Heats,"100m peito masculino - SB7,eliminatórias","100m braza masc - SB7, eliminatorias",Men's 100m Breaststroke - SB7 Heats,"100m peito masculino - SB7, eliminatórias","100m braza masculino - SB7, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,327,M,6,Men's 100m Breaststroke - SB7 VC,"100m peito masculino-SB7, cer. premiação","100m braza masc - SB7, cer. medallas",Men's 100m Breaststroke - SB7 Victory Ceremony,"100m peito masculino - SB7, cerimônia de premiação","100m braza masculino - SB7, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,328,0,8,Men's 100m Breaststroke - SB8,100m peito masculino - SB8,100m braza masculino - SB8,Men's 100m Breaststroke - SB8,100m peito masculino - SB8,100m braza masculino - SB8,"","",
SW,M,328,1,3,Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final","100m braza masc - SB8, final",Men's 100m Breaststroke - SB8 Final,"100m peito masculino - SB8, final","100m braza masculino - SB8, final",Final,Final,Final
SW,M,328,9,3,Men's 100m Breaststroke - SB8 Heats,"100m peito masculino - SB8,eliminatórias","100m braza masc - SB8, eliminatorias",Men's 100m Breaststroke - SB8 Heats,"100m peito masculino - SB8, eliminatórias","100m braza masculino - SB8, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,328,M,6,Men's 100m Breaststroke - SB8 VC,"100m peito masculino-SB8, cer. premiação","100m braza masc - SB8, cer. medallas",Men's 100m Breaststroke - SB8 Victory Ceremony,"100m peito masculino - SB8, cerimônia de premiação","100m braza masculino - SB8, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,329,0,8,Men's 100m Breaststroke - SB9,100m peito masculino - SB9,100m braza masculino - SB9,Men's 100m Breaststroke - SB9,100m peito masculino - SB9,100m braza masculino - SB9,"","",
SW,M,329,1,3,Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final","100m braza masc - SB9, final",Men's 100m Breaststroke - SB9 Final,"100m peito masculino - SB9, final","100m braza masculino - SB9, final",Final,Final,Final
SW,M,329,9,3,Men's 100m Breaststroke - SB9 Heats,"100m peito masculino - SB9,eliminatórias","100m braza masc - SB9, eliminatorias",Men's 100m Breaststroke - SB9 Heats,"100m peito masculino - SB9, eliminatórias","100m braza masculino - SB9, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,329,M,6,Men's 100m Breaststroke - SB9 VC,"100m peito masculino-SB9, cer. premiação","100m braza masc - SB9, cer. medallas",Men's 100m Breaststroke - SB9 Victory Ceremony,"100m peito masculino - SB9, cerimônia de premiação","100m braza masculino - SB9, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,331,0,8,Men's 100m Breaststroke - SB11,100m peito masculino - SB11,100m braza masculino - SB11,Men's 100m Breaststroke - SB11,100m peito masculino - SB11,100m braza masculino - SB11,"","",
SW,M,331,1,3,Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final","100m braza masc - SB11, final",Men's 100m Breaststroke - SB11 Final,"100m peito masculino - SB11, final","100m braza masculino - SB11, final",Final,Final,Final
SW,M,331,9,3,Men's 100m Breaststroke - SB11 Heats,"100m peito masculino-SB11, eliminatórias","100m braza masc - SB11, eliminatorias",Men's 100m Breaststroke - SB11 Heats,"100m peito masculino - SB11, eliminatórias","100m braza masculino - SB11, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,331,M,6,Men's 100m Breaststroke - SB11 VC,"100m peito masculino-SB11,cer. premiação","100m braza masc - SB11, cer. medallas",Men's 100m Breaststroke - SB11 Victory Ceremony,"100m peito masculino - SB11, cerimônia de premiação","100m braza masculino - SB11, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,332,0,8,Men's 100m Breaststroke - SB12,100m peito masculino - SB12,100m braza masculino - SB12,Men's 100m Breaststroke - SB12,100m peito masculino - SB12,100m braza masculino - SB12,"","",
SW,M,332,1,3,Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final","100m braza masc - SB12, final",Men's 100m Breaststroke - SB12 Final,"100m peito masculino - SB12, final","100m braza masculino - SB12, final",Final,Final,Final
SW,M,332,9,3,Men's 100m Breaststroke - SB12 Heats,"100m peito masculino-SB12, eliminatórias","100m braza masc - SB12, eliminatorias",Men's 100m Breaststroke - SB12 Heats,"100m peito masculino - SB12, eliminatórias","100m braza masculino - SB12, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,332,M,6,Men's 100m Breaststroke - SB12 VC,"100m peito masculino-SB12,cer. premiação","100m braza masc - SB12, cer. medallas",Men's 100m Breaststroke - SB12 Victory Ceremony,"100m peito masculino - SB12, cerimônia de premiação","100m braza masculino - SB12, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,333,0,8,Men's 100m Breaststroke - SB13,100m peito masculino - SB13,100m braza masculino - SB13,Men's 100m Breaststroke - SB13,100m peito masculino - SB13,100m braza masculino - SB13,"","",
SW,M,333,1,3,Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final","100m braza masc - SB13, final",Men's 100m Breaststroke - SB13 Final,"100m peito masculino - SB13, final","100m braza masculino - SB13, final",Final,Final,Final
SW,M,333,9,3,Men's 100m Breaststroke - SB13 Heats,"100m peito masculino-SB13, eliminatórias","100m braza masc - SB13, eliminatorias",Men's 100m Breaststroke - SB13 Heats,"100m peito masculino - SB13, eliminatórias","100m braza masculino - SB13, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,333,M,6,Men's 100m Breaststroke - SB13 VC,"100m peito masculino-SB13,cer. premiação","100m braza masc - SB13, cer. medallas",Men's 100m Breaststroke - SB13 Victory Ceremony,"100m peito masculino - SB13, cerimônia de premiação","100m braza masculino - SB13, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,334,0,8,Men's 100m Breaststroke - SB14,100m peito masculino - SB14,100m braza masculino - SB14,Men's 100m Breaststroke - SB14,100m peito masculino - SB14,100m braza masculino - SB14,"","",
SW,M,334,1,3,Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final","100m braza masc - SB14, final",Men's 100m Breaststroke - SB14 Final,"100m peito masculino - SB14, final","100m braza masculino - SB14, final",Final,Final,Final
SW,M,334,9,3,Men's 100m Breaststroke - SB14 Heats,"100m peito masculino-SB14, eliminatórias","100m braza masc - SB14, eliminatorias",Men's 100m Breaststroke - SB14 Heats,"100m peito masculino - SB14, eliminatórias","100m braza masculino - SB14, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,334,M,6,Men's 100m Breaststroke - SB14 VC,"100m peito masculino-SB14,cer. premiação","100m braza masc - SB14, cer. medallas",Men's 100m Breaststroke - SB14 Victory Ceremony,"100m peito masculino - SB14, cerimônia de premiação","100m braza masculino - SB14, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,401,0,8,Men's 50m Backstroke - S1,50m costas masculino - S1,50m espalda masculino - S1,Men's 50m Backstroke - S1,50m costas masculino - S1,50m espalda masculino - S1,"","",
SW,M,401,1,3,Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final","50m espalda masc - S1, final",Men's 50m Backstroke - S1 Final,"50m costas masculino - S1, final","50m espalda masculino - S1, final",Final,Final,Final
SW,M,401,9,3,Men's 50m Backstroke - S1 Heats,"50m costas masculino - S1, eliminatórias","50m espalda masc - S1, eliminatorias",Men's 50m Backstroke - S1 Heats,"50m costas masculino - S1, eliminatórias","50m espalda masculino - S1, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,401,M,6,Men's 50m Backstroke - S1 VC,"50m costas masculino-S1, cer. premiação","50m espalda masc - S1, cer. medallas",Men's 50m Backstroke - S1 Victory Ceremony,"50m costas masculino - S1, cerimônia de premiação","50m espalda masculino - S1, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,402,0,8,Men's 50m Backstroke - S2,50m costas masculino - S2,50m espalda masculino - S2,Men's 50m Backstroke - S2,50m costas masculino - S2,50m espalda masculino - S2,"","",
SW,M,402,1,3,Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final","50m espalda masc - S2, final",Men's 50m Backstroke - S2 Final,"50m costas masculino - S2, final","50m espalda masculino - S2, final",Final,Final,Final
SW,M,402,9,3,Men's 50m Backstroke - S2 Heats,"50m costas masculino - S2, eliminatórias","50m espalda masc - S2, eliminatorias",Men's 50m Backstroke - S2 Heats,"50m costas masculino - S2, eliminatórias","50m espalda masculino - S2, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,402,M,6,Men's 50m Backstroke - S2 VC,"50m costas masculino-S2, cer. premiação","50m espalda masc - S2, cer. medallas",Men's 50m Backstroke - S2 Victory Ceremony,"50m costas masculino - S2, cerimônia de premiação","50m espalda masculino - S2, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,403,0,8,Men's 50m Backstroke - S3,50m costas masculino - S3,50m espalda masculino - S3,Men's 50m Backstroke - S3,50m costas masculino - S3,50m espalda masculino - S3,"","",
SW,M,403,1,3,Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final","50m espalda masc - S3, final",Men's 50m Backstroke - S3 Final,"50m costas masculino - S3, final","50m espalda masculino - S3, final",Final,Final,Final
SW,M,403,9,3,Men's 50m Backstroke - S3 Heats,"50m costas masculino - S3, eliminatórias","50m espalda masc - S3, eliminatorias",Men's 50m Backstroke - S3 Heats,"50m costas masculino - S3, eliminatórias","50m espalda masculino - S3, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,403,M,6,Men's 50m Backstroke - S3 VC,"50m costas masculino-S3, cer. premiação","50m espalda masc - S3, cer. medallas",Men's 50m Backstroke - S3 Victory Ceremony,"50m costas masculino - S3, cerimônia de premiação","50m espalda masculino - S3, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,404,0,8,Men's 50m Backstroke - S4,50m costas masculino - S4,50m espalda masculino - S4,Men's 50m Backstroke - S4,50m costas masculino - S4,50m espalda masculino - S4,"","",
SW,M,404,1,3,Men's 50m Backstroke - S4 Final,"50m costas masculino - S4, final","50m espalda masc - S4, final",Men's 50m Backstroke - S4 Final,"50m costas masculino - S4, final","50m espalda masculino - S4, final",Final,Final,Final
SW,M,404,9,3,Men's 50m Backstroke - S4 Heats,"50m costas masculino - S4, eliminatórias","50m espalda masc - S4, eliminatorias",Men's 50m Backstroke - S4 Heats,"50m costas masculino - S4, eliminatórias","50m espalda masculino - S4, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,404,M,6,Men's 50m Backstroke - S4 VC,"50m costas masculino-S4, cer. premiação","50m espalda masc - S4, cer. medallas",Men's 50m Backstroke - S4 Victory Ceremony,"50m costas masculino - S4, cerimônia de premiação","50m espalda masculino - S4, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,405,0,8,Men's 50m Backstroke - S5,50m costas masculino - S5,50m espalda masculino - S5,Men's 50m Backstroke - S5,50m costas masculino - S5,50m espalda masculino - S5,"","",
SW,M,405,1,3,Men's 50m Backstroke - S5 Final,"50m costas masculino - S5, final","50m espalda masc - S5, final",Men's 50m Backstroke - S5 Final,"50m costas masculino - S5, final","50m espalda masculino - S5, final",Final,Final,Final
SW,M,405,9,3,Men's 50m Backstroke - S5 Heats,"50m costas masculino - S5, eliminatórias","50m espalda masc - S5, eliminatorias",Men's 50m Backstroke - S5 Heats,"50m costas masculino - S5, eliminatórias","50m espalda masculino - S5, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,405,M,6,Men's 50m Backstroke - S5 VC,"50m costas masculino-S5, cer. premiação","50m espalda masc - S5, cer. medallas",Men's 50m Backstroke - S5 Victory Ceremony,"50m costas masculino - S5, cerimônia de premiação","50m espalda masculino - S5, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
SW,M,421,0,8,Men's 100m Backstroke - S1,100m costas masculino - S1,100m espalda masculino - S1,Men's 100m Backstroke - S1,100m costas masculino - S1,100m espalda masculino - S1,"","",
SW,M,421,1,3,Men's 100m Backstroke - S1 Final,"100m costas masculino - S1, final","100m espalda masc - S1, final",Men's 100m Backstroke - S1 Final,"100m costas masculino - S1, final","100m espalda masculino - S1, final",Final,Final,Final
SW,M,421,9,3,Men's 100m Backstroke - S1 Heats,"100m costas masculino - S1,eliminatórias","100m espalda masc - S1, eliminatorias",Men's 100m Backstroke - S1 Heats,"100m costas masculino - S1, eliminatórias","100m espalda masculino - S1, eliminatorias",Heats,Eliminatórias,Eliminatorias
SW,M,421,M,6,Men's 100m Backstroke - S1 VC,"100m costas masculino-S1, cer. premiação","100m espalda masc - S1, cer. medallas",Men's 100m Backstroke - S1 Victory Ceremony,"100m costas masculino - S1, cerimônia de premiação","100m espalda masculino - S1, ceremonia de entrega de medallas",Victory Ceremony,Cerimônia de premiação,Ceremonia de entrega de medallas
