Discipline,Gender,Event,phase,type,ENG Description,POR Description,ENG longdescription,POR longdescription,ENG phase Description,POR phase Description
AT,M,840,2,3,Men's 800m - T46 Semifinals,"800m rasos masc - T46, semifinais",Men's 800m - T46 Semifinals,"800m rasos masculino - T46, semifinais",Semifinals,Semifinais
AT,M,840,9,3,Men's 800m - T46 Round 1,"800m rasos masc - T46, primeira fase",Men's 800m - T46 Round 1,"800m rasos masculino - T46, primeira fase",Round 1,Fase 1
AT,M,840,M,6,Men's 800m - T46 VC,"800m rasos masc - T46, cer. de premiação",Men's 800m - T46 Victory Ceremony,"800m rasos masculino - T46, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,840,N,7,Men's 800m - T46 Draw,"800m rasos masc - T46, sorteio",Men's 800m - T46 Draw,"800m rasos masculino - T46, sorteio",Draw,Sorteio
AT,M,850,0,8,Men's 800m - T52,800m rasos masc - T52,Men's 800m - T52,800m rasos masculino - T52,"",""
AT,M,850,1,3,Men's 800m - T52 Final,"800m rasos masc - T52, final",Men's 800m - T52 Final,"800m rasos masculino - T52, final",Final,Final
AT,M,850,2,3,Men's 800m - T52 Semifinals,"800m rasos masc - T52, semifinais",Men's 800m - T52 Semifinals,"800m rasos masculino - T52, semifinais",Semifinals,Semifinais
AT,M,850,9,3,Men's 800m - T52 Round 1,"800m rasos masc - T52, primeira fase",Men's 800m - T52 Round 1,"800m rasos masculino - T52, primeira fase",Round 1,Fase 1
AT,M,850,M,6,Men's 800m - T52 VC,"800m rasos masc - T52, cer. de premiação",Men's 800m - T52 Victory Ceremony,"800m rasos masculino - T52, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,850,N,7,Men's 800m - T52 Draw,"800m rasos masc - T52, sorteio",Men's 800m - T52 Draw,"800m rasos masculino - T52, sorteio",Draw,Sorteio
AT,M,853,0,8,Men's 800m - T53,800m rasos masc - T53,Men's 800m - T53,800m rasos masculino - T53,"",""
AT,M,853,1,3,Men's 800m - T53 Final,"800m rasos masc - T53, final",Men's 800m - T53 Final,"800m rasos masculino - T53, final",Final,Final
AT,M,853,2,3,Men's 800m - T53 Semifinals,"800m rasos masc - T53, semifinais",Men's 800m - T53 Semifinals,"800m rasos masculino - T53, semifinais",Semifinals,Semifinais
AT,M,853,9,3,Men's 800m - T53 Round 1,"800m rasos masc - T53, primeira fase",Men's 800m - T53 Round 1,"800m rasos masculino - T53, primeira fase",Round 1,Fase 1
AT,M,853,M,6,Men's 800m - T53 VC,"800m rasos masc - T53, cer. de premiação",Men's 800m - T53 Victory Ceremony,"800m rasos masculino - T53, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,853,N,7,Men's 800m - T53 Draw,"800m rasos masc - T53, sorteio",Men's 800m - T53 Draw,"800m rasos masculino - T53, sorteio",Draw,Sorteio
AT,M,854,0,8,Men's 800m - T54,800m rasos masc - T54,Men's 800m - T54,800m rasos masculino - T54,"",""
AT,M,854,1,3,Men's 800m - T54 Final,"800m rasos masc - T54, final",Men's 800m - T54 Final,"800m rasos masculino - T54, final",Final,Final
AT,M,854,2,3,Men's 800m - T54 Semifinals,"800m rasos masc - T54, semifinais",Men's 800m - T54 Semifinals,"800m rasos masculino - T54, semifinais",Semifinals,Semifinais
AT,M,854,9,3,Men's 800m - T54 Round 1,"800m rasos masc - T54, primeira fase",Men's 800m - T54 Round 1,"800m rasos masculino - T54, primeira fase",Round 1,Fase 1
AT,M,854,M,6,Men's 800m - T54 VC,"800m rasos masc - T54, cer. de premiação",Men's 800m - T54 Victory Ceremony,"800m rasos masculino - T54, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,854,N,7,Men's 800m - T54 Draw,"800m rasos masc - T54, sorteio",Men's 800m - T54 Draw,"800m rasos masculino - T54, sorteio",Draw,Sorteio
AT,M,890,0,8,Men's 4x100m - T11/T13,4x100m masc - T11/T13,Men's 4x100m - T11/T13,Revezamento 4x100m masculino - T11/T13,"",""
AT,M,890,1,3,Men's 4x100m - T11/T13 Final,"4x100m masc - T11/T13, final",Men's 4x100m - T11/T13 Final,"Revezamento 4x100m masculino - T11/T13, final",Final,Final
AT,M,890,2,3,Men's 4x100m - T11/T13 Semifinals,"4x100m masc - T11/T13, semifinais",Men's 4x100m - T11/T13 Semifinals,"Revezamento 4x100m masculino - T11/T13, semifinais",Semifinals,Semifinais
AT,M,890,9,3,Men's 4x100m - T11/T13 Round 1,"4x100m masc - T11/T13, primeira fase",Men's 4x100m - T11/T13 Round 1,"Revezamento 4x100m masculino - T11/T13, primeira fase",Round 1,Fase 1
AT,M,890,M,6,Men's 4x100m - T11/T13 VC,"4x100m masc - T11/T13, cer. de premiação",Men's 4x100m - T11/T13 Victory Ceremony,"Revezamento 4x100m masculino - T11/T13, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,890,N,7,Men's 4x100m - T11/T13 Draw,"4x100m masc - T11/T13, sorteio",Men's 4x100m - T11/T13 Draw,"Revezamento 4x100m masculino - T11/T13, sorteio",Draw,Sorteio
AT,M,892,0,8,Men's 4x100m - T42/T46,4x100m masc - T42/T46,Men's 4x100m - T42/T46,Revezamento 4x100m masculino - T42/T46,"",""
AT,M,892,1,3,Men's 4x100m - T42/T46 Final,"4x100m masc - T42/T46, final",Men's 4x100m - T42/T46 Final,"Revezamento 4x100m masculino - T42/T46, final",Final,Final
AT,M,892,2,3,Men's 4x100m - T42/T46 Semifinals,"4x100m masc - T42/T46, semifinais",Men's 4x100m - T42/T46 Semifinals,"Revezamento 4x100m masculino - T42/T46, semifinais",Semifinals,Semifinais
AT,M,892,9,3,Men's 4x100m - T42/T46 Round 1,"4x100m masc - T42/T46, primeira fase",Men's 4x100m - T42/T46 Round 1,"Revezamento 4x100m masculino - T42/T46, primeira fase",Round 1,Fase 1
AT,M,892,M,6,Men's 4x100m - T42/T46 VC,"4x100m masc - T42/T46, cer. de premiação",Men's 4x100m - T42/T46 Victory Ceremony,"Revezamento 4x100m masculino - T42/T46, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,892,N,7,Men's 4x100m - T42/T46 Draw,"4x100m masc - T42/T46, sorteio",Men's 4x100m - T42/T46 Draw,"Revezamento 4x100m masculino - T42/T46, sorteio",Draw,Sorteio
AT,M,896,0,8,Men's 4x400m - T53/T54,4x100m masc - T53/T54,Men's 4x400m - T53/T54,Revezamento 4x100m masculino - T53/T54,"",""
AT,M,896,1,3,Men's 4x400m - T53/T54 Final,"4x100m masc - T53/T54, final",Men's 4x400m - T53/T54 Final,"Revezamento 4x100m masculino - T53/T54, final",Final,Final
AT,M,896,2,3,Men's 4x400m - T53/T54 Semifinals,"4x100m masc - T53/T54, semifinais",Men's 4x400m - T53/T54 Semifinals,"Revezamento 4x100m masculino - T53/T54, semifinais",Semifinals,Semifinais
AT,M,896,9,3,Men's 4x400m - T53/T54 Round 1,"4x100m masc - T53/T54, primeira fase",Men's 4x400m - T53/T54 Round 1,"Revezamento 4x100m masculino - T53/T54, primeira fase",Round 1,Fase 1
AT,M,896,M,6,Men's 4x400m - T53/T54 VC,"4x100m masc - T53/T54, cer. de premiação",Men's 4x400m - T53/T54 Victory Ceremony,"Revezamento 4x100m masculino - T53/T54, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,M,896,N,7,Men's 4x400m - T53/T54 Draw,"4x100m masc - T53/T54, sorteio",Men's 4x400m - T53/T54 Draw,"Revezamento 4x100m masculino - T53/T54, sorteio",Draw,Sorteio
AT,W,000,0,8,Women's Athletics,Atletismo feminino,Women's Athletics,Atletismo feminino,"",""
AT,W,011,0,8,Women's Long Jump - F11/12,Salto distância fem - F11/12,Women's Long Jump - F11/12,Salto em distância feminino - F11/12,"",""
AT,W,011,1,3,Women's Long Jump - F11/12 Final,"Salto distância fem - F11/12, final",Women's Long Jump - F11/12 Final,"Salto em distância feminino - F11/12, final",Final,Final
AT,W,011,9,3,Women's Long Jump - F11/12 Qualifying,"Salto distância fem - F11/12, classifica",Women's Long Jump - F11/12 Qualifying,"Salto em distância feminino - F11/12, classificatórias",Qualifying,Classificatória
AT,W,011,M,6,Women's Long Jump - F11/12 VC,"Salto distância fem - F11/12, premiação",Women's Long Jump - F11/12 Victory Ceremony,"Salto em distância feminino - F11/12, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,W,011,N,7,Women's Long Jump - F11/12 Draw,"Salto distância fem - F11/12, sorteio",Women's Long Jump - F11/12 Draw,"Salto em distância feminino - F11/12, sorteio",Draw,Sorteio
AT,W,033,0,8,Women's Long Jump - F13,Salto distância fem - F13,Women's Long Jump - F13,Salto em distância feminino - F13,"",""
AT,W,033,1,3,Women's Long Jump - F13 Final,"Salto distância fem - F13, final",Women's Long Jump - F13 Final,"Salto em distância feminino - F13, final",Final,Final
AT,W,033,9,3,Women's Long Jump - F13 Qualifying,"Salto distância fem - F13, classificatór",Women's Long Jump - F13 Qualifying,"Salto em distância feminino - F13, classificatórias",Qualifying,Classificatória
AT,W,033,M,6,Women's Long Jump - F13 VC,"Salto distância fem - F13, premiação",Women's Long Jump - F13 Victory Ceremony,"Salto em distância feminino - F13, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,W,033,N,7,Women's Long Jump - F13 Draw,"Salto distância fem - F13, sorteio",Women's Long Jump - F13 Draw,"Salto em distância feminino - F13, sorteio",Draw,Sorteio
AT,W,035,0,8,Women's Long Jump - F20,Salto distância fem - F20,Women's Long Jump - F20,Salto em distância feminino - F20,"",""
AT,W,035,1,3,Women's Long Jump - F20 Final,"Salto distância fem - F20, final",Women's Long Jump - F20 Final,"Salto em distância feminino - F20, final",Final,Final
AT,W,035,9,3,Women's Long Jump - F20 Qualifying,"Salto distância fem - F20, classificatór",Women's Long Jump - F20 Qualifying,"Salto em distância feminino - F20, classificatórias",Qualifying,Classificatória
AT,W,035,M,6,Women's Long Jump - F20 VC,"Salto distância fem - F20, premiação",Women's Long Jump - F20 Victory Ceremony,"Salto em distância feminino - F20, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,W,035,N,7,Women's Long Jump - F20 Draw,"Salto distância fem - F20, sorteio",Women's Long Jump - F20 Draw,"Salto em distância feminino - F20, sorteio",Draw,Sorteio
AT,W,037,0,8,Women's Long Jump - F37/38,Salto distância fem - F37/38,Women's Long Jump - F37/38,Salto em distância feminino - F37/38,"",""
AT,W,037,1,3,Women's Long Jump - F37/38 Final,"Salto distância fem - F37/38, final",Women's Long Jump - F37/38 Final,"Salto em distância feminino - F37/38, final",Final,Final
AT,W,037,9,3,Women's Long Jump - F37/38 Qualifying,"Salto distância fem - F37/38, classifica",Women's Long Jump - F37/38 Qualifying,"Salto em distância feminino - F37/38, classificatórias",Qualifying,Classificatória
AT,W,037,M,6,Women's Long Jump - F37/38 VC,"Salto distância fem - F37/38, premiação",Women's Long Jump - F37/38 Victory Ceremony,"Salto em distância feminino - F37/38, cerimônia de premiação",Victory Ceremony,Cerimônia de premiação
AT,W,037,N,7,Women's Long Jump - F37/38 Draw,"Salto distância fem - F37/38, sorteio",Women's Long Jump - F37/38 Draw,"Salto em distância feminino - F37/38, sorteio",Draw,Sorteio
